Query	Accession	Product_Name	OrthoDB	OrthoDB_Desc	Zen_OrthoDB	Zen_OrthoDB_Desc	UKB_OrthoDB	UKB_OrthoDB_Desc	GO_BP	GO_MF	GO_CC	Evidence_existence	InterPro	Pfam	UKB_GO_BP	UKB_GO_MF	Identity	Length	Evalue	Score	ODB_OG	ODB_Description	ODB_GO_MF	ODB_GO_BP	ODB_EC	ODB_COG_category	ODB_KEGG_ko	ODB_Interpro	ODB_evalue	ODB_score
tr_A0A8J9WM27_A0A8J9WM27_9CHLO	A0A8J9WM27	Prolyl endopeptidase	1521086at33090	Peptidase S9A N-terminal domain	248387at2759	oligopeptidase	NA		GO:0006508	GO:0070012,GO:0004252	GO:0005829	3	IPR029058,IPR023302,IPR001375,IPR002470,IPR051167	PF00326,PF02897	GO:0006508	GO:0070012,GO:0004252	100	809	0	1626	1521086at33090	Peptidase S9A N-terminal domain	GO:0004252,GO:0008236,GO:0070012,GO:0016787	GO:0006508	-	Q,E,T	-	IPR002470,IPR001375,IPR029058,IPR023302	8.82e-287	127.24
tr_A0A8J9WM29_A0A8J9WM29_9CHLO	A0A8J9WM29	Glucose-6-phosphate isomerase	29187at33090	glucose-6-phosphate isomerase	5831190at2759	isomerase glucose-6-phosphate isomerase	NA		GO:0006094,GO:0051156,GO:0006096	GO:0097367,GO:0004347,GO:0048029	GO:0005829	3	IPR001672,IPR023096,IPR018189,IPR046348,IPR035476,IPR035482	PF00342	GO:0006094,GO:0051156,GO:0006096	GO:0097367,GO:0004347,GO:0048029	100	658	0	1301	29187at33090	glucose-6-phosphate isomerase	GO:0004347,GO:0097367,GO:0048029,GO:0016853	GO:0006094,GO:1901135	5.3.1.9	G,E,O	-	IPR023096,IPR018189,IPR001672,IPR035482,IPR035476,IPR046348	1.29e-303	165.7
tr_A0A8J9WM35_A0A8J9WM35_9CHLO	A0A8J9WM35	Protein transport protein Sec24-like At4g32640	1522238at33090	Protein transport protein	73796at3041	transport Sec24-like protein	NA		GO:0090110,GO:0006886	GO:0000149,GO:0008270	GO:0030127,GO:0070971	3	IPR029006,IPR036180,IPR006900,IPR036175,IPR006896,IPR012990,IPR050550,IPR036465,IPR006895,IPR036174	PF08033,PF04815,PF04811,PF04810	GO:0090110,GO:0006886	GO:0000149,GO:0008270	100	1121	0	2154	1522238at33090	Protein transport protein	GO:0008270,GO:0000149	GO:0090110	-	T,K,O	-	IPR041742,IPR029006,IPR006900,IPR007123,IPR006895,IPR036180,IPR036174,IPR036465,IPR012990,IPR036175,IPR006896	2.15e-179	65.05
tr_A0A8J9WM36_A0A8J9WM36_9CHLO	A0A8J9WM36	Probable multidrug resistance-associated protein 7	6500128at2759	ABC	6500128at2759	ABC	NA		NA	GO:0140359,GO:0005524,GO:0016887	GO:0016020	3	IPR003593,IPR011527,IPR036640,IPR003439,IPR017871,IPR050173,IPR027417	PF00664,PF00005	NA	GO:0140359,GO:0005524,GO:0016887	100	1930	0	3679										
tr_A0A8J9WM37_A0A8J9WM37_9CHLO	A0A8J9WM37	40S ribosomal protein S6	2259at33090	ribosomal protein S6	496369at2759	ribosomal protein S6	NA		GO:0006412	GO:0003735	GO:1990904,GO:0005840	3	IPR001377,IPR014401	PF01092	GO:0006412	GO:0003735	100	252	6.17e-168	470	2259at33090	ribosomal protein S6	-	-	-	J,T,G	-	IPR014401,IPR018282,IPR001377	2.33e-144	204.37
tr_A0A8J9WM41_A0A8J9WM41_9CHLO	A0A8J9WM41	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	20948at33090	CDP-diacylglycerol--glycerol-3-phosphate 3- mitochondrial	20948at33090	CDP-diacylglycerol--glycerol-3-phosphate 3- mitochondrial	NA		GO:0032049	GO:0005524,GO:0008444	GO:0005739	3	IPR016270	NA	GO:0032049	GO:0005524,GO:0008444	100	625	0	1220	20948at33090	CDP-diacylglycerol--glycerol-3-phosphate 3- mitochondrial	GO:0008444,GO:0003882,GO:0016740,GO:0000166,GO:0005524,GO:0003824	GO:0006629,GO:0032049,GO:0008654,GO:0006655	2.7.8.5	I,X,M,L	-	IPR016270,IPR001736	0	233.12
tr_A0A8J9WM69_A0A8J9WM69_9CHLO	A0A8J9WM69	Thymidine kinase	1524881at33090	Thymidine kinase a	73635at3041	Thymidine kinase	NA		GO:0071897,GO:0046104	GO:0005524,GO:0004797	NA	3	IPR027417,IPR001267,IPR020633	PF00265	GO:0071897,GO:0046104	GO:0005524,GO:0004797	100	242	2.86e-168	470	1524881at33090	Thymidine kinase a	GO:0004797,GO:0005524,GO:0016301,GO:0000166,GO:0016740	GO:0016310,GO:0009157,GO:0071897,GO:0046104	2.7.1.21	H,T,E	-	IPR001267,IPR027417,IPR020633	3.63e-71	107.81
tr_A0A8J9WM70_A0A8J9WM70_9CHLO	A0A8J9WM70	Homologous-pairing protein 2 homolog	30868at33090	homologous-pairing protein 2	9564at75966	Homologous-pairing protein 2 homolog	NA		GO:0007129,GO:0000709,GO:0010774	GO:0003690,GO:0120230	GO:0000794,GO:0120231	3	IPR010776,IPR040661,IPR036388,IPR036390	PF18517,PF07106	GO:0007129,GO:0000709,GO:0010774	GO:0003690,GO:0120230	100	217	1.92e-140	398	30868at33090	homologous-pairing protein 2	GO:0120230,GO:0003690	GO:0000709,GO:0007129,GO:0010774	-	T,K,L	-	IPR010776,IPR040661,IPR036388,IPR036390	1.59e-40	76.7
tr_A0A8J9WM78_A0A8J9WM78_9CHLO	A0A8J9WM78	phosphoribosylaminoimidazole carboxylase	1519994at33090	Phosphoribosylaminoimidazole carboxylase	4413at75966	Phosphoribosylaminoimidazole carboxylase	NA		GO:0006189	GO:0005524,GO:0004638	NA	3	IPR016301,IPR003135,IPR013815,IPR016185,IPR033747,IPR000031,IPR005875,IPR040686,IPR054350,IPR011054	PF00731,PF02222,PF17769,PF22660	GO:0006189	GO:0005524,GO:0004638	100	609	0	1158	1519994at33090	Phosphoribosylaminoimidazole carboxylase	GO:0005524,GO:0046872,GO:0004638,GO:0000166,GO:0016829,GO:0043727	GO:0006189,GO:0006164	4.1.1.21	F,T,H	-	IPR005875,IPR016301,IPR000031,IPR033747,IPR013815,IPR016185,IPR003135,IPR011761,IPR040686,IPR011054	9.31e-172	103.21
tr_A0A8J9WM79_A0A8J9WM79_9CHLO	A0A8J9WM79	Small ribosomal subunit protein uS2	1522042at33090	Ribosomal protein	4179at75966	Small ribosomal subunit protein uS2	NA		GO:0002181,GO:0000028	GO:0003735	GO:0030686,GO:0022627	3	IPR001865,IPR018130,IPR027498,IPR005707,IPR023591	PF00318	GO:0002181,GO:0000028	GO:0003735	100	294	2.12e-205	568	1522042at33090	Ribosomal protein	-	GO:0000028,GO:0002181	-	L,J,T	-	IPR018130,IPR027498,IPR005707,IPR001865,IPR023591	4.11e-111	143.3
tr_A0A8J9WM82_A0A8J9WM82_9CHLO	A0A8J9WM82	Protein DETOXIFICATION	1526011at33090	Protein DETOXIFICATION	70676at3041	Multi antimicrobial extrusion protein	NA		NA	GO:0015297,GO:0042910	GO:0016020	3	IPR044644,IPR002528	PF01554	NA	GO:0015297,GO:0042910	100	606	0	1149	1526011at33090	Protein DETOXIFICATION	-	-	-	T,V,K,M	-	IPR002528,IPR044644	3.75e-57	46.51
tr_A0A8J9WM85_A0A8J9WM85_9CHLO	A0A8J9WM85	Probable calcium-binding mitochondrial carrier protein SCaMC-1	70492at3041	mitochondrial carrier	70492at3041	mitochondrial carrier	NA		GO:0055085	GO:0005509	GO:0005743	3	IPR011992,IPR002048,IPR002067,IPR018108,IPR023395	PF13405,PF00153	GO:0055085	GO:0005509	100	537	0	1036										
tr_A0A8J9WMB3_A0A8J9WMB3_9CHLO	A0A8J9WMB3	DNA-directed RNA polymerase subunit	1523058at33090	RNA polymerase	6524at75966	RNA polymerase Rpb1, domain 3	NA		GO:0006351	GO:0003677,GO:0003899	GO:0005736	3	IPR015699,IPR045867,IPR000722,IPR006592,IPR007080,IPR007066,IPR042102,IPR007083,IPR007081,IPR044893,IPR038120	PF04997,PF00623,PF04983,PF05000,PF04998	GO:0006351	GO:0003677,GO:0003899	100	1915	0	3626	1523058at33090	RNA polymerase	GO:0016740,GO:0016779,GO:0001054,GO:0046872	-	2.7.7.6	L,K,X	-	IPR007081,IPR044893,IPR038120,IPR045867,IPR000722,IPR047107,IPR007080,IPR042102,IPR007066,IPR007083,IPR015699,IPR006592	0	91.9
tr_A0A8J9WMD3_A0A8J9WMD3_9CHLO	A0A8J9WMD3	GTPase Der	789017at33090	Guanylate kinase-like domain	8954335at2759	GTPase	NA		GO:0042254	GO:0016887,GO:0005525	NA	3	IPR003593,IPR006073,IPR016484,IPR032859,IPR015946,IPR027417,IPR005225	PF14714,PF01926	GO:0042254	GO:0016887,GO:0005525	100	553	0	1056	789017at33090	Guanylate kinase-like domain	GO:0005525	-	-	J,D,L	-	IPR027417,IPR006073	7.49e-41	42.97
tr_A0A8J9WMD4_A0A8J9WMD4_9CHLO	A0A8J9WMD4	lycopene beta-cyclase	1518507at33090	Lycopene beta cyclase	715at75966	lycopene beta cyclase	NA		GO:0016117	GO:0016860,GO:0016705	NA	3	IPR036188,IPR010108	PF05834	GO:0016117	GO:0016860,GO:0016705	100	447	0	890	1518507at33090	Lycopene beta cyclase	GO:0016705,GO:0016860	GO:0016117	-	P,M,T	-	IPR010108,IPR036188	3.17e-178	131.16
tr_A0A8J9WMD7_A0A8J9WMD7_9CHLO	A0A8J9WMD7	non-specific serine/threonine protein kinase	1204548at33090	protein kinase	73640at3041	protein kinase	NA		NA	GO:0005524,GO:0004672	NA	4	IPR011009,IPR000719,IPR017441,IPR008271	PF00069	NA	GO:0005524,GO:0004672	100	773	0	1410	1204548at33090	protein kinase	GO:0005524,GO:0016301,GO:0000166,GO:0016740	GO:0016310	-	O,L,C	-	IPR008271,IPR000719,IPR011009	7.75e-66	41.34
tr_A0A8J9WME4_A0A8J9WME4_9CHLO	A0A8J9WME4	Tyrosyl-DNA phosphodiesterase 1	18281at33090	Tyrosyl-DNA phosphodiesterase I	47785at2759	Tyrosyl-DNA phosphodiesterase I	NA		GO:0006281	GO:0004518,GO:0008081	GO:0005634	3	IPR010347	PF06087	GO:0006281	GO:0004518,GO:0008081	100	626	0	1278	18281at33090	Tyrosyl-DNA phosphodiesterase I	GO:0016787,GO:0017005,GO:0003690,GO:0004518	GO:0006281	-	I	ko03010	IPR010347	7.58e-116	78.42
tr_A0A8J9WMF8_A0A8J9WMF8_9CHLO	A0A8J9WMF8	Probable focal adhesion kinase 1 at C-terminar half	1555632at33090	Protein kinase domain	76265at3041	Protein kinase domain	NA		NA	GO:0005524,GO:0004674	GO:0016020	3	IPR011009,IPR024370,IPR050962,IPR000719,IPR017441,IPR001245,IPR008271	PF12849,PF07714	NA	GO:0005524,GO:0004674	100	1449	0	2496	1555632at33090	Protein kinase domain	GO:0016301,GO:0016740,GO:0005524,GO:0000166	GO:0016310	-	T,P,M	-	IPR008271,IPR017441,IPR024370,IPR011009,IPR000719	0	215.04
tr_A0A8J9WMG1_A0A8J9WMG1_9CHLO	A0A8J9WMG1	Proteasome assembly chaperone 2	20254at33090	Uncharacterized protein	20254at33090	Uncharacterized protein	NA		GO:0043248	NA	GO:0005829,GO:0005634,GO:0000502	3	IPR019151,IPR016562,IPR038389	PF09754	GO:0043248	NA	100	243	3.52e-183	508	20254at33090	Uncharacterized protein	-	GO:0043248	-	T,H	-	IPR019151,IPR016562,IPR038389	6.42e-20	38.67
tr_A0A8J9WMG3_A0A8J9WMG3_9CHLO	A0A8J9WMG3	ATP-dependent zinc metalloprotease FTSH 1, chloroplastic	1520207at33090	Atp-dependent zinc metalloprotease ftsh	2125at75966	ATP-dependent zinc metalloprotease chloroplastic	NA		GO:0006508	GO:0005524,GO:0016887,GO:0004176,GO:0004222,GO:0008270	GO:0016020	3	IPR003593,IPR041569,IPR003959,IPR003960,IPR005936,IPR027417,IPR011546,IPR000642,IPR037219	PF00004,PF17862,PF06480,PF01434	GO:0006508	GO:0005524,GO:0016887,GO:0004176,GO:0004222,GO:0008270	100	735	0	1385	1520207at33090	Atp-dependent zinc metalloprotease ftsh	GO:0005524,GO:0004222,GO:0008237,GO:0016787,GO:0000166	GO:0006508	-	V,M,T	-	IPR003593,IPR027417,IPR037219,IPR005936,IPR003960,IPR000642,IPR003959,IPR041569	1.82e-300	150.38
tr_A0A8J9WMG5_A0A8J9WMG5_9CHLO	A0A8J9WMG5	Ferrochelatase	1520237at33090	Ferrochelatase	1615at75966	ferrochelatase	NA		GO:0006783	GO:0004325	GO:0009507,GO:0005739	3	IPR001015,IPR019772,IPR033644,IPR033659	PF00762	GO:0006783	GO:0004325	100	520	0	1030	1520237at33090	Ferrochelatase	GO:0004325,GO:0016829	GO:0006783,GO:0006779	-	G,P,H	-	IPR033659,IPR033644,IPR019772,IPR001015	2.81e-187	132.56
tr_A0A8J9WMG6_A0A8J9WMG6_9CHLO	A0A8J9WMG6	Serine protease	49856at33090	Peptidase S1, PA clan	515291at2759	Peptidase S1, PA clan	NA		GO:0006508	GO:0004252	NA	3	IPR000595,IPR050966,IPR009003,IPR043504,IPR008256,IPR001254,IPR018114	PF00089	GO:0006508	GO:0004252	100	587	0	1071	49856at33090	Peptidase S1, PA clan	GO:0004252	GO:0006508	-	O,E	-	IPR001254,IPR009003,IPR043504	7.02e-42	41.57
tr_A0A8J9WMH2_A0A8J9WMH2_9CHLO	A0A8J9WMH2	ribose-5-phosphate isomerase	483888at33090	Leucine-rich repeat	8843at75966	putative ribose-5-phosphate isomerase chloroplastic	NA		GO:0009052	GO:0004751	NA	3	IPR037171,IPR050262,IPR004788	PF06026	GO:0009052	GO:0004751	100	264	4.4e-183	509	483888at33090	Leucine-rich repeat	GO:0004751	GO:0009052	5.3.1.6	K,G,T	-	IPR004788	7.93e-38	68.3
tr_A0A8J9WMI1_A0A8J9WMI1_9CHLO	A0A8J9WMI1	4-hydroxyphenylpyruvate dioxygenase	1521528at33090	4-hydroxyphenylpyruvate dioxygenase	71512at3041	4-hydroxyphenylpyruvate dioxygenase	NA		GO:0006559,GO:0006572	GO:0003868,GO:0046872	NA	3	IPR005956,IPR041735,IPR041736,IPR029068,IPR004360	PF00903	GO:0006559,GO:0006572	GO:0003868,GO:0046872	100	426	1.6688062638804e-308	855	1521528at33090	4-hydroxyphenylpyruvate dioxygenase	GO:0016701,GO:0003868,GO:0046872	GO:0009072,GO:0006572,GO:0006559	-	G,E,Q	-	IPR029068,IPR041735,IPR005956,IPR004360,IPR041736,IPR037523	5.24e-151	124.52
tr_A0A8J9WMI3_A0A8J9WMI3_9CHLO	A0A8J9WMI3	RNA polymerase II C-terminal domain phosphatase-like	795498at33090	RNA polymerase II C-terminal domain phosphatase-like 4	52517at3041	RNA polymerase II C-terminal domain phosphatase-like 3	NA		NA	GO:0008420	GO:0005634	4	IPR001357,IPR036420,IPR039189,IPR004274,IPR011947,IPR036412,IPR023214	PF00533,PF03031	NA	GO:0008420	100	473	0	925	795498at33090	RNA polymerase II C-terminal domain phosphatase-like 4	GO:0008420,GO:0016787,GO:0004721	-	3.1.3.16	T,H,C	-	IPR023214,IPR004274,IPR036412,IPR001357,IPR011947,IPR036420,IPR039189	1.21e-79	74.27
tr_A0A8J9WMJ2_A0A8J9WMJ2_9CHLO	A0A8J9WMJ2	peptide-methionine (S)-S-oxide reductase	779642at33090	peptide methionine sulfoxide reductase	779642at33090	peptide methionine sulfoxide reductase	NA		GO:0034599	GO:0036456,GO:0008113	GO:0005737	3	IPR002569,IPR036509,IPR050162	PF01625	GO:0034599	GO:0036456,GO:0008113	100	222	5.63e-165	460	779642at33090	peptide methionine sulfoxide reductase	GO:0016491,GO:0036456	GO:0034599	1.8.4.11,5.2.1.8	E,G,O	-	IPR036509,IPR002569	1.34e-59	111.78
tr_A0A8J9WMJ3_A0A8J9WMJ3_9CHLO	A0A8J9WMJ3	ATP-dependent DNA helicase DDX11	1525611at33090	Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type	52451at3041	Helicase superfamily 1/2, ATP-binding domain	NA		GO:0006139	GO:0005524,GO:0003677,GO:0003678,GO:0016818	GO:0005634	3	IPR006555,IPR045028,IPR006554,IPR027417,IPR010614,IPR013020	PF06733,PF13307	GO:0006139	GO:0005524,GO:0003677,GO:0003678,GO:0016818	100	874	0	1685	1525611at33090	Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type	GO:0016787,GO:0016818,GO:0005524,GO:0000166	GO:0034085,GO:0032508	3.6.4.12	L,K,V	-	IPR006555,IPR010614,IPR006554,IPR045028,IPR014013,IPR027417	6.97e-163	69.62
tr_A0A8J9WMK7_A0A8J9WMK7_9CHLO	A0A8J9WMK7	non-specific serine/threonine protein kinase	32793at33090	Calcium-dependent protein kinase 17	526903at2759	Calcium-dependent protein kinase 17	NA		NA	GO:0005524,GO:0004672	NA	4	IPR050205,IPR011009,IPR000719,IPR017441	PF00069	NA	GO:0005524,GO:0004672	100	392	5.46e-287	783	32793at33090	Calcium-dependent protein kinase 17	GO:0009931,GO:0005516,GO:0005524,GO:0016301,GO:0000166,GO:0051019,GO:0016740	GO:0016310	-	T,M,O	-	IPR017441,IPR008271,IPR000719,IPR011009	3.46e-262	233.93
tr_A0A8J9WML0_A0A8J9WML0_9CHLO	A0A8J9WML0	DNA mismatch repair protein	1525709at33090	DNA mismatch repair protein	20126at3041	DNA mismatch repair protein	NA		GO:0006298	GO:0005524,GO:0140664,GO:0030983	NA	3	IPR007695,IPR017261,IPR000432,IPR007861,IPR007696,IPR016151,IPR036187,IPR036678,IPR045076,IPR027417,IPR002999	PF01624,PF05192,PF05190,PF00488	GO:0006298	GO:0005524,GO:0140664,GO:0030983	100	1303	0	2477	1525709at33090	DNA mismatch repair protein	GO:0005524,GO:0140664,GO:0000166	GO:0006281	-	V,L,K,T	-	IPR036187,IPR027417,IPR007696,IPR036678,IPR007860,IPR016151,IPR000432,IPR017261,IPR007695,IPR045076	6.78e-198	59.99
tr_A0A8J9WML4_A0A8J9WML4_9CHLO	A0A8J9WML4	Nucleoside diphosphate kinase	1412133at33090	NUCLEOSIDE DIPHOSPHATE KINASE	283at3041	Nucleoside diphosphate kinase	NA		GO:0006241,GO:0006183,GO:0006228	GO:0005524,GO:0004550	NA	3	IPR034907,IPR036850,IPR001564,IPR023005	PF00334	GO:0006241,GO:0006183,GO:0006228	GO:0005524,GO:0004550	100	222	3.1e-153	431	1412133at33090	NUCLEOSIDE DIPHOSPHATE KINASE	GO:0004550,GO:0016740,GO:0005524,GO:0000166,GO:0016301	GO:0006241,GO:0006228,GO:0006183,GO:0016310	2.7.4.6	M,E,O	-	IPR036850,IPR001564,IPR023005,IPR034907	1.73e-79	127.56
tr_A0A8J9WML5_A0A8J9WML5_9CHLO	A0A8J9WML5	Chlorophyll a-b binding protein, chloroplastic	423598at2759	Chlorophyll a	423598at2759	Chlorophyll a	NA		GO:0009765	GO:0016168	GO:0009535,GO:0009522,GO:0009523	3	IPR001344,IPR022796	PF00504	GO:0009765	GO:0016168	100	275	8.39e-207	570										
tr_A0A8J9WMM5_A0A8J9WMM5_9CHLO	A0A8J9WMM5	Meiotic nuclear division protein 1 homolog	1421618at33090	meiotic nuclear division 1 protein	3037at3041	Meiotic nuclear division protein 1	NA		GO:0007131	GO:0003690	GO:0005634	3	IPR040661,IPR005647,IPR040453	PF18517,PF03962	GO:0007131	GO:0003690	100	207	1e-137	390	1421618at33090	meiotic nuclear division 1 protein	GO:0003690	-	-	O,E,T	-	IPR040453,IPR005647,IPR040661	3.25e-43	87.44
tr_A0A8J9WMP0_A0A8J9WMP0_9CHLO	A0A8J9WMP0	Elongator complex protein 4	289162at2759	Elongator complex protein	289162at2759	Elongator complex protein	NA		GO:0002098	NA	GO:0005737,GO:0033588,GO:0005634	3	IPR008728,IPR027417	PF05625	GO:0002098	NA	100	421	8.3e-299	815										
tr_A0A8J9WMP9_A0A8J9WMP9_9CHLO	A0A8J9WMP9	Mitochondrial import inner membrane translocase subunit	1520271at33090	mitochondrial import inner membrane translocase subunit TIM13	7813104at2759	mitochondrial import inner membrane translocase subunit	NA		GO:0015031	NA	GO:0005743	3	IPR004217,IPR035427	PF02953	GO:0015031	NA	100	79	6.69e-50	158	1520271at33090	mitochondrial import inner membrane translocase subunit TIM13	-	-	-	T,G,E	-	IPR004217,IPR035427	5.78e-23	141.01
tr_A0A8J9WMQ0_A0A8J9WMQ0_9CHLO	A0A8J9WMQ0	Charged multivesicular body protein 1a	1676at33090	Charged multivesicular body protein	3805at75966	Charged multivesicular body 1	NA		GO:0032509,GO:0045324,GO:0015031	NA	GO:0000815,GO:0005771	3	IPR005024	PF03357	GO:0032509,GO:0045324,GO:0015031	NA	100	202	6.49e-127	362	1676at33090	Charged multivesicular body protein	-	GO:0007034,GO:0032509,GO:0045324	-	J,D,E	-	IPR005024	4.26e-55	116.17
tr_A0A8J9WMQ3_A0A8J9WMQ3_9CHLO	A0A8J9WMQ3	Trimethylguanosine synthase	585422at33090	trimethylguanosine synthase	73383at3041	RNA cap guanine-N2 methyltransferase	NA		NA	GO:0071164	GO:0005634	3	IPR019012,IPR029063	PF09445	NA	GO:0071164	100	527	0	1046	585422at33090	trimethylguanosine synthase	GO:0071164	GO:0009452,GO:0001510	-	L,I,J,Q	ko03040	IPR029063,IPR019012	3.41e-46	53.34
tr_A0A8J9WMR0_A0A8J9WMR0_9CHLO	A0A8J9WMR0	acetyl-CoA C-acyltransferase	70066at33090	3-ketoacyl-CoA thiolase	70066at33090	3-ketoacyl-CoA thiolase	NA		GO:0006635,GO:0010124	GO:0003988	GO:0005777	3	IPR002155,IPR016039,IPR050215,IPR020615,IPR020610,IPR020617,IPR020613,IPR020616	PF02803,PF00108	GO:0006635,GO:0010124	GO:0003988	100	470	0	897	70066at33090	3-ketoacyl-CoA thiolase	GO:0016747,GO:0003988,GO:0016740	GO:0010124,GO:0006635	-	I,T,V	-	IPR020617,IPR020610,IPR020613,IPR020616,IPR020615,IPR002155,IPR016039	4.84e-188	146.4
tr_A0A8J9WMR3_A0A8J9WMR3_9CHLO	A0A8J9WMR3	thioredoxin-dependent peroxiredoxin	1571495at33090	-	4227at75966	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant	NA		GO:0045454,GO:0034599	GO:0008379	GO:0009543	3	IPR000866,IPR050924,IPR036249,IPR013766	PF00578	GO:0045454,GO:0034599	GO:0008379	100	187	9.18e-131	371	1571495at33090	-	-	-	-	-	-	-	0	81.8265
tr_A0A8J9WMR4_A0A8J9WMR4_9CHLO	A0A8J9WMR4	Starch synthase, chloroplastic/amyloplastic	1521387at33090	starch synthase I	646at75966	granule-bound starch synthase	NA		GO:0019252	GO:0004373	GO:0009501,GO:0009507	3	IPR001296,IPR011835,IPR013534	PF08323,PF00534	GO:0019252	GO:0004373	100	573	0	1185	1521387at33090	starch synthase I	GO:0016740,GO:0004373	GO:0019252	-	M,G,T	-	IPR001296,IPR013534,IPR011835	2.54e-216	129.75
tr_A0A8J9WMR9_A0A8J9WMR9_9CHLO	A0A8J9WMR9	Inositol oxygenase	1435249at33090	Inositol oxygenase	9523at75966	Inositol oxygenase	NA		GO:0019310,GO:0019853	GO:0050113,GO:0005506	GO:0005737	3	IPR007828	PF05153	GO:0019310,GO:0019853	GO:0050113,GO:0005506	100	547	0	1078	1435249at33090	Inositol oxygenase	GO:0050113,GO:0005506,GO:0046872,GO:0016491	GO:0019310,GO:0019853	1.13.99.1	Q,O,T	-	IPR007828	1.37e-67	65.02
tr_A0A8J9WMS8_A0A8J9WMS8_9CHLO	A0A8J9WMS8	Arginyl-tRNA--protein transferase 1	4363at33090	Arginyl-trna--protein transferase	9043at75966	N-end rule aminoacyl transferase, C-terminal	NA		NA	GO:0004057	GO:0005737	3	IPR016181,IPR017137,IPR030700,IPR007472,IPR007471	PF04377,PF04376	NA	GO:0004057	100	727	0	1435	4363at33090	Arginyl-trna--protein transferase	GO:0016740	-	2.3.2.8	O,E	-	IPR030700,IPR007471,IPR017137,IPR007472,IPR016181	1.29e-54	36.18
tr_A0A8J9WMT8_A0A8J9WMT8_9CHLO	A0A8J9WMT8	NHP2-like protein 1	483340at33090	DNA-directed DNA polymerase, family B, exonuclease domain	2337at75966	NHP2 1	NA		GO:0000470,GO:0030490,GO:0000398	GO:0003723	GO:0031428,GO:0022625,GO:0005730,GO:0071011,GO:0032040,GO:0046540	3	IPR050257,IPR002415,IPR029064,IPR004037,IPR004038,IPR018492	PF01248	GO:0000470,GO:0030490,GO:0000398	GO:0003723	100	128	3.93e-83	246	483340at33090	DNA-directed DNA polymerase, family B, exonuclease domain	-	GO:0030490,GO:0000470	-	L,J,K	ko03030,ko03410,ko03420,ko04626	IPR004037,IPR002415,IPR029064,IPR018492,IPR004038	2.08e-67	193.41
tr_A0A8J9WMU0_A0A8J9WMU0_9CHLO	A0A8J9WMU0	non-reducing end alpha-L-arabinofuranosidase	918388at33090	Alpha-l-arabinofuranosidase	406864at2759	Alpha-l-arabinofuranosidase	NA		GO:0046373	GO:0046556	NA	3	IPR010720,IPR013780,IPR017853,IPR051563	PF06964,PF22848	GO:0046373	GO:0046556	100	731	0	1458	918388at33090	Alpha-l-arabinofuranosidase	GO:0046556	-	3.2.1.55	O,G,K,W	-	IPR017853	4.37e-62	53.57
tr_A0A8J9WMV2_A0A8J9WMV2_9CHLO	A0A8J9WMV2	Germin-like protein	1528758at33090	Germin	9743at75966	RmlC-like cupin	NA		NA	GO:0030145	GO:0048046	3	IPR006045,IPR001929,IPR014710,IPR011051	PF00190	NA	GO:0030145	100	229	1.72e-158	444	1528758at33090	Germin	GO:0030145	-	-	G,T	-	-	1.27e-14	35.87
tr_A0A8J9WMV6_A0A8J9WMV6_9CHLO	A0A8J9WMV6	Sm-like protein LSM2	1410190at33090	Sm	70039at3041	U6 snRNA-associated Sm	NA		GO:0000398	GO:0003723	GO:0071013,GO:1990726,GO:0000932,GO:0071011,GO:0046540,GO:0005688	3	IPR010920,IPR001163,IPR016654	PF01423	GO:0000398	GO:0003723	100	92	2.13e-61	188	1410190at33090	Sm	-	GO:0006397	-	T,K,O	-	IPR016654,IPR001163,IPR010920,IPR047575	3.77e-55	222.7
tr_A0A8J9WMW6_A0A8J9WMW6_9CHLO	A0A8J9WMW6	Superoxide dismutase	725979at33090	superoxide dismutase	239262at2759	superoxide dismutase	NA		NA	GO:0046872,GO:0004784	GO:0042644	3	IPR001189,IPR019833,IPR019832,IPR019831,IPR036324,IPR036314	PF02777,PF00081	NA	GO:0046872,GO:0004784	100	233	4.27e-170	474	725979at33090	superoxide dismutase	GO:0016491,GO:0046872	GO:0019430,GO:0006801	1.15.1.1	P,L,H	-	IPR036324,IPR036314,IPR019833,IPR001189,IPR019832,IPR019831	2.05e-85	132.57
tr_A0A8J9WMW8_A0A8J9WMW8_9CHLO	A0A8J9WMW8	sn-1-specific diacylglycerol lipase	55764at33090	Fungal lipase-like domain	438440at2759	Lipase A	NA		GO:0006629	NA	GO:0005886	4	IPR029058,IPR052214,IPR002921	PF01764	GO:0006629	NA	100	1223	0	2253	55764at33090	Fungal lipase-like domain	GO:0004465	GO:0006629,GO:0019369,GO:0046340	-	I,Q,U	-	IPR029058,IPR002921	4.77e-23	11.36
